,Incident ID,Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Latitude,Longitude,Details,DateTime
1329,1323,2012,7,3,Philippines,Central Luzon ,,Pampanga,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Office,15.0251068,120.6870474,A Dutch national working for a local NGO was shot and killed by morotrcylce riding gunment in front of his office.,2012-07-03
1330,1324,2012,7,4,Afghanistan,Daykondi ,Khadir ,Dara Khudi ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Project site ,33.68971,66.55116,"Two national NGO vaccinators of a local NGO were approached by two armed men, who severely assaulted one of the vaccinators, leaving him with severe but non-life threatening injuries. The motive is reportedly a personal dispute between the victim and the perpetrators.",2012-07-04
1331,1334,2012,7,4,Afghanistan,Vardak,Saydabad ,Hasankhel village,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,34.00037,68.71346,"An NGO staff member was stopped and forcibly detained by armed opposition members on his way to his home village. He was released two days later after intervention by village elders, paying a fine, and promising to cease work for the NGO which the opposition group said was not properly ""registered""",2012-07-04
1332,1325,2012,7,10,Afghanistan,Faryab ,Qaysar ,Nahrin village (Qaysar-Almar road),2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping ,Ambush,Road ,35.68747,64.29318,"Armed groups stopped two trucks carrying food aid, kidnapped the drivers and burned the vehicles. One driver was released on 10 July, following negotiations with local elders. The other driver escaped on 14 July.",2012-07-10
1333,1326,2012,7,10,Syrian Arab Republic,Deir ez-Zor,,Deir ez-Zor,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Project site ,35.336,40.145,A Syrian Red Cross worker was shot and killed while on duty on an ambulance,2012-07-10
1334,1541,2012,7,10,South Sudan,Central Equatoria,Juba,Juba,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting (small arms ,Unknown,Unknown,4.848925,31.582724,One INGO female staff member was shot and killed.,2012-07-10
1335,1550,2012,7,10,Afghanistan,Helmand,,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,31.341322,63.993456,Male national staff was kidnapped while traveling on road during vaccination campaign. He had previously been warned to stop working. He was held for a few days and released unharmed.,2012-07-10
1336,1327,2012,7,11,Somalia,Mudug,Galkayo,Badweyn,0,4,0,0,0,0,0,1,1,2,0,0,2,2,0,1,3,4,3,1,0,Kidnapping ,Ambush,Road ,6.76972,47.43083,"Two Kenyan aid workers and a Somali doctor working for an international NGO were kidnapped by Somali pirates, and their driver was wounded. UPDATE: After nearly two years, the three kidnapped staff were released on 5 June 2014.",2012-07-11
1337,1328,2012,7,12,Afghanistan,Badakhshan,Nusay,Jamarj-e Payan village,0,3,0,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,0,0,3,Aerial bombardment,Raid,Office,38.4435,70.80413,"An unknown group lobbed a grenade into an INGO compound, induring three: 2 international and 1national staff. Suspected motive was intimidation, but details are unknown.",2012-07-12
1338,1335,2012,7,12,South Sudan,Central Equatoria,,Jebel Kujur,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Home ,4.75,31,UN staff was shot dead in his house in Hai Lokwilili behind Jebel Kujur near the Ministry of Animal Resources.,2012-07-12
1339,1336,2012,7,14,Afghanistan,Vardak,Dai Mirdad ,Dasht-e Naw,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,34.25,68,"A nurse working for an NGO-run clinic was kidnapped by a dozen armed opposition members on motorcycles and held for three days. He was interrogated to determine whether he had any government affiliation, and when it was determined he did not he was allowed to call his family and village elders for a negotiated release.",2012-07-14
1340,1532,2012,7,15,Kenya,,Garissa,"Dadaab, Dagahaley camp",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Roadside IED,Ambush,Road ,0.188463,40.283483,One INGO incentive worker guard was injured when a Police vehicle escorting the INGO team was targeted by an IED.,2012-07-15
1341,1546,2012,7,18,Chad,,,Eastern Chad refugee camps,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Raid,Office,13.5288319,21.0410733,One male international staffer injured when 50 to 60 Chadians raided the INGO compound.,2012-07-18
1342,1337,2012,7,20,Pakistan,Sindh,,"Karachi, Gadap ( town)",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Unknown,Unknown,26.13456,68.7696,A UN local staff member working on the polio eradication campaign was shot and killled in a targeted attack.,2012-07-20
1343,1338,2012,7,29,Afghanistan,Lowgar,Pul-e Alam,Qala-ye Juma ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms , Combat (or police operations) ,Road ,33.99529,69.02274,An NGO staffer was wounded in a cross fire between the Afghan National Army and armed opposition.,2012-07-29
1344,1342,2012,7,31,Libyan Arab Jamahiriya,Barqah,Benghazi,Benghazi,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,7,7,7,0,0,Kidnapping ,Ambush,Road ,32.117076,20.0670036,Seven staffers of a foreign Red Cross society were kidnapped after their vehicle was ambushed in Benghazi.,2012-07-31
1345,1617,2012,7,31,Syrian Arab Republic,Damascus,Al-Midan,Al-Midan,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting (small arms ,Unknown,Other public location ,33.5,37.38333,A UN staff member was struck by a bullet.,2012-07-31
1346,1339,2012,8,2,Pakistan,Khyber Pakhtunkhwa,Charsadda,Charsadda,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Aerial bombardment,Raid,,34.1509848,71.7593219,Two staffers of a local NGO were injured when unknown assailants lobbed a grenade over the wall in their newly established compound,2012-08-02
1347,1340,2012,8,4,Sudan,South Kordofan,,,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,2,0,0,Shooting (small arms ,Ambush,Road ,11,31,"One UN staffer was killed and one wounded when traveling in a marked UN vehicle, fired upon by two unknown assailants.",2012-08-04
1348,1341,2012,8,5,Afghanistan,Baghlan,Andarab ,Seya Dara ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Unknown,Unknown,35.60802,68.68027,A national staff member of an NGO was abducted and beaten by four armed men who knew of his NGO affiliation and demanded ransom. He was released folowing intervention from local community leaders.,2012-08-05
1349,1343,2012,8,9,Afghanistan,Farah,Gulistan ,Talikamand  (Gulistan-Delaram Main Road),0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Kidnapping ,Ambush,Road ,32.35,63.37333,A doctor working for a national NGO was kidnapped while traveling on public transportation. He was released following negotiations by community leaders.,2012-08-09
1350,1487,2012,8,11,Afghanistan,Paktia,Gardez,Gardez,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,4,0,0,Complex attack ,Ambush,Road ,33.6035341,69.22790791,Four local guards were injured by bullets and shrapnel from IEDs/RPGs when their convoy was ambushed.,2012-08-11
1351,1488,2012,8,22,Afghanistan,Paktia,Gardez,Gardez,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,2,2,0,0,Shooting (small arms ,Ambush,Project site ,33.6035341,69.22790791,One local guard was kidnapped and one international guard was injured when a subcontractor's worksite was attacked.,2012-08-22
1352,1344,2012,8,27,Somalia,Lower Shebelle,,Shalambod / Merca ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Individual,Other public location ,1.8427539,44.5937239,A UN national staffer was shot and killed in Marka. The reasons behind the killing are unknown.,2012-08-27
1353,1345,2012,8,29,Afghanistan,Balkh,Kaldar ,"Pastoki village, Hairatan village",2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,1,0,1,Vehicle-borne IED ,Ambush,Road ,37.20444,67.65944,"A remote control IED detonated near an internatinal organization's vehicle, injuring two national staff members.",2012-08-29
1354,1491,2012,8,29,Libyan Arab Jamahiriya,Tripolitania,Sirte,Sirte,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Raid,Office,32.87519,13.18746,One security guard suffered wounds to the head when two armed perpetrators broke into an INGO guest house in a robbery.,2012-08-29
1355,1346,2012,9,2,Afghanistan,Faryab,Pashtun Kot,Tailan (Maymana-Kohistan Road),0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,35.82137,64.76505,An national NGO staffer was wounded by small arms fire at an illegal checkpoint,2012-09-02
1356,1347,2012,9,2,Afghanistan,Balkh,Mazar-e Sharif,Mazar-e Sharif ,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,Vehicle-borne IED ,Unknown,Other public location ,36.7,67.116667,"An RCIED attached to a bike detonated next to the entrance to the Department of Information and Culture, injuring 7 local civilians (including 1 IO and 1 NGO staff member)",2012-09-02
1357,1348,2012,9,6,Syrian Arab Republic,Damascus,,"Yarmouk, Yarmouk Camp",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment, Combat (or police operations) ,Home ,33.470376,36.30053,"A UN national staffer was killed, along with his son, when shells hit their home.",2012-09-06
1358,1349,2012,9,9,Syrian Arab Republic,Damascus,,Or,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Unknown,Other public location ,33.5130695,36.3095814,A UN national staffer was shot and killed on his way to work. It is unknown if it was a targeted attack or a stray bullet.,2012-09-09
1359,1509,2012,9,20,Somalia,Banaadir,Hamar Weyne ,Mogadishu,0,2,1,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,2,0,1,Body-borne IED,Raid,Other public location ,2.11667,45.4,Two Somali watchmen working for an INGO and a LNGO staff were among those who were killed when two BBIED targeted Village Restaurant in Xamar Weyne District,2012-09-20
1360,1351,2012,9,24,Afghanistan,Konar,Dara-e-Pech,Bar Kandy ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms , Combat (or police operations) ,Home ,34.95455,70.91427,A local NGO staffer was wounded at home by a stray bullet during a clash between Afghan soldiers and armed opposition forces.,2012-09-24
1361,1463,2012,9,26,Pakistan,Balochistan,Mastung,Mastung,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Shooting (small arms ,Ambush,Road ,29.800043,66.8500394,One national staff member was injured when shot while traveling with a colleague to Quetta.,2012-09-26
1362,1352,2012,9,27,Pakistan,Sindh,,Sukkar nearby Barbelo Bypass on National Highway while travelling from Sukkar to Larkana via Khairpur,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,25.5,69,A national NGO staffer was stopped on the road and kidnapped. The driver and other passenger were released shortly after the vehicle was hijacked. UPDATE: He was released 19th October 2012.,2012-09-27
1363,1514,2012,9,28,Somalia,Woqooyi Galbeed,Hargeisa,Hargeisa,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Individual,Road ,9.560335,44.069722,One UN national staff was assaulted by five unidentified men while walking home; the men hit the staff with a stone in the face when he resisted their attempt to take away his mobile phone.,2012-09-28
1364,1618,2012,9,28,Syrian Arab Republic,Rif Dimashq,Markaz Rif Dimashq,"Sayyidah Zaynab, Babbila",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown, Combat (or police operations) ,Unknown,33.34658,36.28752,A UN staff member was killed in crossfire near his home.,2012-09-28
1365,1353,2012,9,30,Afghanistan,Helmand,Now Zad,Alizo village,0,0,3,0,0,0,1,2,0,3,0,0,0,0,1,2,0,3,3,0,0,Roadside IED,Ambush,Road ,32.40314,64.46959,One NGO member of a demining team was killed and two wounded when a remote controlled IED detonated near their vehicle. It is unknown if they were specifically targetted.,2012-09-30
1366,1355,2012,10,2,Somalia,Mudug,Galkayo,Galkayo,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Shooting (small arms , Combat (or police operations) ,Road ,6.770838,47.42873,A Turkish aid worker was wounded in the crossfire during an interclan firefight while traveling in Galkayo.,2012-10-02
1367,1354,2012,10,9,Afghanistan,Nangarhar,Bati Kot ,Main Torkham-Jalalabad Highway (Khyali Fuel Pump Area),0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Roadside IED,Ambush,Road ,34.256395,70.787806,"A local NGO staff member was injured when a roadside IED detonated near a taxi that two staff members were traveling in. Reports deemed it unlikely that they were targetted, as they were traveling low-profile.",2012-10-09
1368,1356,2012,10,11,Afghanistan,Faryab,Kohistan ,Lawlash DCA,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,4,0,0,Shooting (small arms ,Raid,Office,35.321392,64.811084,Four national NGO engineers (from Kabul and Ghazni) were wounded when a group of armed men stormed their guesthouse building and opened fire.,2012-10-11
1369,1497,2012,10,12,Sri Lanka,North Western ,Kurunegala ,Dumullasoriya (Chillaw),0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily,Unknown,Unknown,7.492399,79.907831,One aid worker was hospitalized after being beaten on his head and back during an armed robbery.,2012-10-12
1370,1358,2012,10,14,Afghanistan,Faryab,Shirin Tagab ,Gorzad  (Shibirghan-Maymana Road),0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,Kidnapping ,Ambush,Road ,36.20219,64.864222,"Four national staffers of an INGO were kidnapped while driving back from a project site. They were held until Oct 21 and interrogated by an armed opposition group, before being released unharmed.",2012-10-14
1371,1359,2012,10,14,Afghanistan,Herat,Ghoryan ,Shahrabad,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,Kidnapping ,Ambush,Road ,34.033527,60.834829,"Four staff of a local NGO were abducted from their vehicle, which was being used as an ambulance, while they were providing health services to the patients. They were all released unharmed 6 days later.",2012-10-14
1372,1357,2012,10,15,Niger,Maradi ,,Dakoro,0,0,6,0,0,0,1,0,4,5,0,0,1,1,1,0,5,6,6,0,0,Kidnapping ,Raid,Office,14.510833,6.765,Five national NGO staffers and one international (Chadian) were kidnapped from their compound by unidentified gunmen believed to be members of a militant group associated with Al Qaeda. One staffer was shot during the abduction and later died of his wounds. The others were released a month later after being held captive in the deserts of Islamist-controlled northern Mali.,2012-10-15
1373,1529,2012,10,15,Afghanistan,Zabul,Shah Joy,Shah Joy Bazaar ,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting (small arms ,Individual,Other public location ,32.52154,67.41315,One LNGO staff member was attacked and killed by unknown gunmen in Shahjoy Bazaar area of Qalat Province.,2012-10-15
1374,1360,2012,10,18,Afghanistan,Ghowr,Dawlat Yar,Kotale Sheniha (Chaghcharan-Dawlat Yar Main Road),0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping , Combat (or police operations) ,Road ,34.506988,65.535667,A national NGO driver was abducted from his vehicle and held for two days after gunmen failed to identify a targeted staff member for the kidnapping.,2012-10-18
1375,1505,2012,10,19,Somalia,Banaadir,Karan,Mogadishu,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting (small arms , Combat (or police operations) ,Other public location ,2.060461,45.375419,One UN staff member was shot and injured from a stray bullet when leaving a mosque.,2012-10-19
1376,1547,2012,10,21,Syrian Arab Republic,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Roadside IED, Combat (or police operations) ,Road ,33.509147,36.306485,National female hit by shrapnel of an IED while standing on road waiting for taxi to travel between two work sites.,2012-10-21
1377,1531,2012,10,22,Afghanistan,Herat,Obe ,Zeyarat ,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping ,Ambush,Road ,34.377474,63.164658,"Four drivers of commercial trucks carrying INGO food items were abducted by AOG while on the road; two managed to get free a few hours later, and the remaining two were released the following evening.",2012-10-22
1378,1479,2012,10,28,Ethiopia,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily,Individual,Unknown,9.145,40.489673,One national INGO staff member was assaulted by a gang armed with crude weapons.,2012-10-28
1379,1361,2012,11,2,South Sudan,Jonglei,Pibor,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Kidnap-killing,Raid,Home ,6.217554,33.438353,A national staffer of an INGO was kidnapped by a group of armed rebels from his home and was later killed.,2012-11-02
1380,1506,2012,11,4,Somalia,Banaadir,Hodan,"Mogadishu, near Village Restaurant",0,0,8,0,0,0,0,8,0,8,0,0,0,0,0,8,0,8,0,0,8,Complex attack ,Raid,Other public location ,2.036817,45.337338,"8 NGO staff were injured in a complex attack with small arms fire and two suicide bombers. The target location was the Village Restaurant near Amira Hotel which is popular with politicians, diasporas and other important stakeholders of Mogadishu.",2012-11-04
1381,1616,2012,11,4,Syrian Arab Republic,Damascus,,"Yarmouk, Yarmouk Camp, Al-Quds Street",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Unknown,Unknown,Other public location ,33.471227,36.303878,An UN staff member died in Yarmouk refugee camp.,2012-11-04
1382,1362,2012,11,8,Afghanistan,Nangarhar,Sherzad ,Hasam Khel  (Sherzad-Khogyani Road),0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting (small arms ,Ambush,Road ,34.328069,70.165275,An NGO staff member was shot and killed after his private taxi was stopped by an armed group and he was singled out among passengers. The group reportedly accused him of being an agent of the Afghan and American governments before killing him.,2012-11-08
1383,1363,2012,11,10,Afghanistan,Nangarhar,Bati Kot,Torkham-Jalalabad Highway ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping ,Ambush,Road ,34.26087,70.77672,An NGO national staffer was kidnapped after an armed group ambushed the taxi he was traveling in.,2012-11-10
1384,1364,2012,11,17,Afghanistan,Nimruz,Chahar Burjak ,Tofacha village ,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,4,0,0,Landmine,Unknown,Project site ,30.12268,62.267082,Four deminers from an NGO were injured by an IED or UXO detonation. It is unknown if there was targeting involved or if it was accidental.,2012-11-17
